        74.95000         0.05000        408.6035
        74.95000         0.15000        408.4609
        74.95000         0.25000        408.3594
        74.95000         0.35000        409.4577
        74.95000         0.45000        412.2712
        74.95000         0.55000        413.7137
        74.95000         0.65000        414.1187
        74.95000         0.75000        413.7114
        74.95000         0.85000        413.3854
        74.95000         0.95000        412.8752
        74.95000         1.05000        410.2757
        74.95000         1.15000        407.2917
        74.95000         1.25000        403.9593
        74.95000         1.35000        400.5048
        74.95000         1.45000        396.4138
        74.95000         1.55000        390.2516
        74.95000         1.65000        380.3795
        74.95000         1.75000        380.3483
        74.95000         1.85000        379.8789
        74.95000         1.95000        380.5260
        74.95000         2.05000        379.7656
        74.95000         2.15000        379.2896
        74.95000         2.25000        378.9496
        74.95000         2.35000        379.2779
        74.95000         2.45000        379.3244
        74.95000         2.55000        379.3023
        74.95000         2.65000        379.3044
        74.95000         2.75000        379.7136
        74.95000         2.85000        380.9314
        74.95000         2.95000        382.4606
        74.95000         3.05000        384.4074
        74.95000         3.15000        386.1967
        74.95000         3.25000        388.6764
        74.95000         3.35000        391.1368
        74.95000         3.45000        397.0804
        74.95000         3.55000        405.4341
        74.95000         3.65000        413.6104
        74.95000         3.75000        421.8415
        74.95000         3.85000        430.1180
        74.95000         3.95000        439.0513
        74.95000         4.05000        448.1851
        74.95000         4.15000        457.7716
        74.95000         4.25000        466.1311
        74.95000         4.35000        477.2195
        74.95000         4.45000        485.0194
        74.95000         4.55000        492.8187
        74.95000         4.65000        500.6320
        74.95000         4.75000        509.7193
        74.95000         4.85000        520.9522
        74.95000         4.95000        533.9626
        74.95000         5.05000        544.9909
        74.95000         5.15000        557.4046
        74.95000         5.25000        570.6112
        74.95000         5.35000        590.9002
        74.95000         5.45000        605.4932
        74.95000         5.55000        607.8283
        74.95000         5.65000        602.2048
        74.95000         5.75000        592.9807
        74.95000         5.85000        583.1839
        74.95000         5.95000        571.9880
        74.95000         6.05000        559.5129
        74.95000         6.15000        547.2340
        74.95000         6.25000        534.4242
        74.95000         6.35000        521.2521
        74.95000         6.45000        505.8608
        74.95000         6.55000        492.7497
        74.95000         6.65000        482.4778
        74.95000         6.75000        473.0555
        74.95000         6.85000        463.7209
        74.95000         6.95000        455.5162
        74.95000         7.05000        446.1190
        74.95000         7.15000        438.5499
        74.95000         7.25000        429.2827
        74.95000         7.35000        419.6214
        74.95000         7.45000        410.1789
        74.95000         7.55000        401.7974
        74.95000         7.65000        396.6793
        74.95000         7.75000        392.8897
        74.95000         7.85000        388.6657
        74.95000         7.95000        384.6591
        74.95000         8.05000        380.2348
        74.95000         8.15000        375.5849
        74.95000         8.25000        372.5935
        74.95000         8.35000        370.0290
        74.95000         8.45000        367.7302
        74.95000         8.55000        365.7518
        74.95000         8.65000        364.1480
        74.95000         8.75000        362.8634
        74.95000         8.85000        361.7419
        74.95000         8.95000        361.3180
        74.95000         9.05000        361.1991
        74.95000         9.15000        360.3951
        74.95000         9.25000        357.1626
        74.95000         9.35000        354.2875
        74.95000         9.45000        351.4931
        74.95000         9.55000        352.2119
        74.95000         9.65000        351.6907
        74.95000         9.75000        350.0758
        74.95000         9.85000        347.6929
        74.95000         9.95000        345.5023
        74.95000        10.05000        344.3447
        74.95000        10.15000        343.8409
        74.95000        10.25000        342.4485
        74.95000        10.35000        340.6414
        74.95000        10.45000        339.3049
        74.95000        10.55000        338.6244
        74.95000        10.65000        337.7149
        74.95000        10.75000        336.7664
        74.95000        10.85000        334.7931
        74.95000        10.95000        333.9973
        74.95000        11.05000        333.7401
        74.95000        11.15000        331.7031
        74.95000        11.25000        330.0741
        74.95000        11.35000        329.5877
        74.95000        11.45000        329.5711
        74.95000        11.55000        329.2644
        74.95000        11.65000        329.1999
        74.95000        11.75000        330.4052
        74.95000        11.85000        333.6016
        74.95000        11.95000        337.9644
        74.95000        12.05000        340.6323
        74.95000        12.15000        342.5310
        74.95000        12.25000        344.7880
        74.95000        12.35000        345.4843
        74.95000        12.45000        345.7150
        74.95000        12.55000        347.5021
        74.95000        12.65000        350.9490
        74.95000        12.75000        354.0964
        74.95000        12.85000        357.0836
        74.95000        12.95000        360.4488
        74.95000        13.05000        366.3467
        74.95000        13.15000        368.1791
        74.95000        13.25000        367.5058
        74.95000        13.35000        364.8029
        74.95000        13.45000        363.9314
        74.95000        13.55000        366.8101
        74.95000        13.65000        371.3077
        74.95000        13.75000        375.2365
        74.95000        13.85000        379.7273
        74.95000        13.95000        384.9436
        74.95000        14.05000        390.2287
        74.95000        14.15000        396.8485
        74.95000        14.25000        401.9083
        74.95000        14.35000        407.1451
        74.95000        14.45000        411.5283
        74.95000        14.55000        416.4351
        74.95000        14.65000        424.1600
        74.95000        14.75000        433.2135
        74.95000        14.85000        441.0059
        74.95000        14.95000        449.1852
        74.95000        15.05000        458.1003
        74.95000        15.15000        467.8513
        74.95000        15.25000        482.9498
        74.95000        15.35000        486.5466
        74.95000        15.45000        486.8758
        74.95000        15.55000        486.3453
        74.95000        15.65000        487.5151
        74.95000        15.75000        491.4818
        74.95000        15.85000        499.3569
        74.95000        15.95000        506.9154
        74.95000        16.05000        515.3251
        74.95000        16.15000        523.6570
        74.95000        16.25000        535.8459
        74.95000        16.35000        549.7955
        74.95000        16.45000        565.6948
        74.95000        16.55000        592.5870
        74.95000        16.65000        615.9251
        74.95000        16.75000        638.8346
        74.95000        16.85000        656.4251
        74.95000        16.95000        645.5125
        74.95000        17.05000        633.3539
        74.95000        17.15000        619.3033
        74.95000        17.25000        603.6127
        74.95000        17.35000        584.8351
        74.95000        17.45000        567.3663
        74.95000        17.55000        552.8947
        74.95000        17.65000        538.2489
        74.95000        17.75000        521.6122
        74.95000        17.85000        507.6710
        74.95000        17.95000        493.9494
        74.95000        18.05000        486.8090
        74.95000        18.15000        480.2356
        74.95000        18.25000        473.7991
        74.95000        18.35000        471.7152
        74.95000        18.45000        472.7613
        74.95000        18.55000        471.3978
        74.95000        18.65000        464.9180
        74.95000        18.75000        460.6947
        74.95000        18.85000        456.3495
        74.95000        18.95000        448.7836
        74.95000        19.05000        435.3706
        74.95000        19.15000        431.6534
        74.95000        19.25000        429.6163
        74.95000        19.35000        426.3718
        74.95000        19.45000        420.8179
        74.95000        19.55000        415.1256
        74.95000        19.65000        416.0287
        74.95000        19.75000        418.2694
        74.95000        19.85000        418.3667
        74.95000        19.95000        417.5525
        74.95000        20.05000        413.4084
        74.95000        20.15000        407.2548
        74.95000        20.25000        400.4573
        74.95000        20.35000        392.9229
        74.95000        20.45000        383.6586
        74.95000        20.55000        373.8560
        74.95000        20.65000        364.5836
        74.95000        20.75000        364.4185
        74.95000        20.85000        365.1158
        74.95000        20.95000        367.3698
        74.95000        21.05000        370.0400
        74.95000        21.15000        373.4496
        74.95000        21.25000        378.5325
        74.95000        21.35000        384.6078
        74.95000        21.45000        390.7326
        74.95000        21.55000        395.2375
        74.95000        21.65000        401.3467
        74.95000        21.75000        414.4107
        74.95000        21.85000        417.9060
        74.95000        21.95000        414.5901
        74.95000        22.05000        411.7459
        74.95000        22.15000        413.5201
        74.95000        22.25000        417.7218
        74.95000        22.35000        421.5439
        74.95000        22.45000        426.4692
        74.95000        22.55000        433.4130
        74.95000        22.65000        443.3503
        74.95000        22.75000        452.2770
        74.95000        22.85000        459.4569
        74.95000        22.95000        460.0283
        74.95000        23.05000        456.5559
        74.95000        23.15000        457.5333
        74.95000        23.25000        462.3165
        74.95000        23.35000        468.2640
        74.95000        23.45000        475.6269
        74.95000        23.55000        481.0618
        74.95000        23.65000        483.3505
        74.95000        23.75000        482.7155
        74.95000        23.85000        478.6572
        74.95000        23.95000        472.2478
        74.95000        24.05000        466.7870
        74.95000        24.15000        461.6638
        74.95000        24.25000        459.4139
        74.95000        24.35000        459.1939
        74.95000        24.45000        462.1145
        74.95000        24.55000        465.2077
        74.95000        24.65000        468.9749
        74.95000        24.75000        474.4200
        74.95000        24.85000        476.0502
        74.95000        24.95000        466.1669
        74.95000        25.05000        458.5717
        74.95000        25.15000        452.3200
        74.95000        25.25000        445.6964
        74.95000        25.35000        439.6752
        74.95000        25.45000        435.0302
        74.95000        25.55000        430.8976
        74.95000        25.65000        429.4786
        74.95000        25.75000        429.0805
        74.95000        25.85000        429.1003
        74.95000        25.95000        430.8554
        74.95000        26.05000        435.1120
        74.95000        26.15000        440.8084
        74.95000        26.25000        449.3408
        74.95000        26.35000        462.4566
        74.95000        26.45000        465.7175
        74.95000        26.55000        459.0210
        74.95000        26.65000        447.9700
        74.95000        26.75000        439.7424
        74.95000        26.85000        432.0210
        74.95000        26.95000        424.8803
        74.95000        27.05000        418.0449
        74.95000        27.15000        409.8334
        74.95000        27.25000        401.5287
        74.95000        27.35000        396.1607
        74.95000        27.45000        391.5653
        74.95000        27.55000        387.3027
        74.95000        27.65000        383.5555
        74.95000        27.75000        382.1152
        74.95000        27.85000        381.2958
        74.95000        27.95000        380.7445
        74.95000        28.05000        380.2514
        74.95000        28.15000        380.1247
        74.95000        28.25000        379.1006
        74.95000        28.35000        377.7098
        74.95000        28.45000        376.7484
        74.95000        28.55000        375.7508
        74.95000        28.65000        374.2137
        74.95000        28.75000        372.7988
        74.95000        28.85000        371.6191
        74.95000        28.95000        370.3885
        74.95000        29.05000        369.1420
        74.95000        29.15000        367.6418
        74.95000        29.25000        366.0010
        74.95000        29.35000        363.7556
        74.95000        29.45000        361.7296
        74.95000        29.55000        360.0374
        74.95000        29.65000        358.8123
        74.95000        29.75000        358.9346
        74.95000        29.85000        359.3362
        74.95000        29.95000        358.9733
        74.95000        30.05000        358.8736
        74.95000        30.15000        358.9450
        74.95000        30.25000        358.9095
        74.95000        30.35000        359.0525
        74.95000        30.45000        358.6848
        74.95000        30.55000        357.6211
        74.95000        30.65000        356.7507
        74.95000        30.75000        355.9723
        74.95000        30.85000        355.4345
        74.95000        30.95000        354.1988
        74.95000        31.05000        353.8379
        74.95000        31.15000        354.6717
        74.95000        31.25000        356.1597
        74.95000        31.35000        357.6541
        74.95000        31.45000        359.5621
        74.95000        31.55000        360.8459
        74.95000        31.65000        361.5009
        74.95000        31.75000        362.5534
        74.95000        31.85000        361.7317
        74.95000        31.95000        360.4058
        74.95000        32.05000        358.9919
        74.95000        32.15000        357.5606
        74.95000        32.25000        356.4935
        74.95000        32.35000        356.3007
        74.95000        32.45000        356.5265
        74.95000        32.55000        356.2464
        74.95000        32.65000        355.5250
        74.95000        32.75000        355.7077
        74.95000        32.85000        355.9492
        74.95000        32.95000        357.0479
        74.95000        33.05000        359.8560
        74.95000        33.15000        363.3584
        74.95000        33.25000        365.8267
        74.95000        33.35000        367.9240
        74.95000        33.45000        369.4232
        74.95000        33.55000        371.5484
        74.95000        33.65000        373.4327
        74.95000        33.75000        374.5699
        74.95000        33.85000        375.9857
        74.95000        33.95000        377.3400
        74.95000        34.05000        379.5495
        74.95000        34.15000        384.0660
        74.95000        34.25000        390.4352
        74.95000        34.35000        398.0384
        74.95000        34.45000        408.1596
        74.95000        34.55000        421.6972
        74.95000        34.65000        437.0817
        74.95000        34.75000        449.0292
        74.95000        34.85000        438.8083
        74.95000        34.95000        420.5635
        74.95000        35.05000        411.3251
        74.95000        35.15000        405.8262
        74.95000        35.25000        400.1971
        74.95000        35.35000        395.5034
        74.95000        35.45000        392.1751
        74.95000        35.55000        388.9251
        74.95000        35.65000        386.5015
        74.95000        35.75000        385.0007
        74.95000        35.85000        382.3018
        74.95000        35.95000        378.5646
        74.95000        36.05000        373.5826
        74.95000        36.15000        368.1027
        74.95000        36.25000        362.7336
        74.95000        36.35000        356.5209
        74.95000        36.45000        350.7436
        74.95000        36.55000        346.8833
        74.95000        36.65000        344.6187
        74.95000        36.75000        343.9101
        74.95000        36.85000        343.3272
        74.95000        36.95000        343.0375
        74.95000        37.05000        344.2840
        74.95000        37.15000        346.2370
        74.95000        37.25000        347.8750
        74.95000        37.35000        349.6733
        74.95000        37.45000        352.1736
        74.95000        37.55000        354.5381
        74.95000        37.65000        357.2368
        74.95000        37.75000        360.0187
        74.95000        37.85000        362.7840
        74.95000        37.95000        366.6841
        74.95000        38.05000        370.7531
        74.95000        38.15000        373.1672
        74.95000        38.25000        374.7730
        74.95000        38.35000        375.0960
        74.95000        38.45000        374.7229
        74.95000        38.55000        374.4370
        74.95000        38.65000        373.4028
        74.95000        38.75000        372.4792
        74.95000        38.85000        372.5239
        74.95000        38.95000        372.2591
        74.95000        39.05000        370.8419
        74.95000        39.15000        368.0543
        74.95000        39.25000        365.0570
        74.95000        39.35000        364.2082
        74.95000        39.45000        364.1909
        74.95000        39.55000        364.4317
        74.95000        39.65000        363.1617
        74.95000        39.75000        362.6844
        74.95000        39.85000        362.8454
        74.95000        39.95000        362.3741
        74.95000        40.05000        361.3221
        74.95000        40.15000        360.7745
        74.95000        40.25000        360.0304
        74.95000        40.35000        358.6833
        74.95000        40.45000        357.3262
        74.95000        40.55000        355.7844
        74.95000        40.65000        353.9534
        74.95000        40.75000        353.3428
        74.95000        40.85000        352.9103
        74.95000        40.95000        351.9581
        74.95000        41.05000        350.3504
        74.95000        41.15000        348.5739
        74.95000        41.25000        345.9953
        74.95000        41.35000        340.9638
        74.95000        41.45000        334.2703
        74.95000        41.55000        329.6119
        74.95000        41.65000        327.9989
        74.95000        41.75000        328.5789
        74.95000        41.85000        338.4833
        74.95000        41.95000        333.2317
        74.95000        42.05000        319.5470
        74.95000        42.15000        309.5667
        74.95000        42.25000        303.2337
        74.95000        42.35000        301.1156
        74.95000        42.45000        298.9871
        74.95000        42.55000        295.5478
        74.95000        42.65000        291.3394
        74.95000        42.75000        293.5725
        74.95000        42.85000        297.0424
        74.95000        42.95000        296.7698
        74.95000        43.05000        296.2029
        74.95000        43.15000        295.1021
        74.95000        43.25000        283.3298
        74.95000        43.35000        232.2703
        74.95000        43.45000        211.6592
        74.95000        43.55000        212.3841
        74.95000        43.65000        220.0421
        74.95000        43.75000        231.6690
        74.95000        43.85000        259.7621
        74.95000        43.95000        296.3809
        74.95000        44.05000        314.9377
        74.95000        44.15000        328.3513
        74.95000        44.25000        343.2462
        74.95000        44.35000        353.1246
