1980,9,1,13.8513813,9.64538574,.00000000,-9999.00000,.00000000
1980,9,2,13.7560387,2.26409912,.209572747E-06,158.800003,.332801555E-07
1980,9,3,13.6606026,2.10626221,.418040969E-06,158.800003,.663849065E-07
1980,9,4,13.5650816,2.68807983,.756250103E-07,158.800003,.120092514E-07
1980,9,5,13.4694843,5.13259888,.00000000,-9999.00000,.00000000
1980,9,6,13.3738155,7.54724121,.00000000,-9999.00000,.00000000
1980,9,7,13.2780809,7.36352539,.00000000,-9999.00000,.00000000
1980,9,8,13.1822891,7.16766357,.00000000,-9999.00000,.00000000
1980,9,9,13.0864429,7.95639038,.00000000,-9999.00000,.00000000
1980,9,10,12.9905510,6.92172241,.00000000,-9999.00000,.00000000
1980,9,11,12.8946171,8.04803467,.00000000,-9999.00000,.00000000
1980,9,12,12.7986450,6.62710571,.00000000,-9999.00000,.00000000
1980,9,13,12.7026396,7.09613037,.00000000,-9999.00000,.00000000
1980,9,14,12.6066074,10.7019958,.00000000,-9999.00000,.00000000
1980,9,15,12.5105495,12.1907043,.00000000,-9999.00000,.00000000
1980,9,16,12.4144707,10.0509338,.00000000,-9999.00000,.00000000
1980,9,17,12.3183775,8.47036743,.00000000,-9999.00000,.00000000
1980,9,18,12.2222710,7.05844116,.00000000,-9999.00000,.00000000
1980,9,19,12.1261568,6.27761841,.00000000,-9999.00000,.00000000
1980,9,20,12.0300369,7.49221802,.00000000,-9999.00000,.00000000
1980,9,21,11.9339170,5.37634277,.00000000,-9999.00000,.00000000
1980,9,22,11.8377991,5.10684204,.00000000,-9999.00000,.00000000
1980,9,23,11.7416878,5.58792114,.00000000,-9999.00000,.00000000
1980,9,24,11.6455851,6.72128296,.00000000,-9999.00000,.00000000
1980,9,25,11.5494976,6.63412476,.00000000,-9999.00000,.00000000
1980,9,26,11.4534273,7.40426636,.00000000,-9999.00000,.00000000
1980,9,27,11.3573771,6.13189697,.00000000,-9999.00000,.00000000
1980,9,28,11.2613544,4.82778931,.00000000,-9999.00000,.00000000
1980,9,29,11.1653614,5.28292847,.00000000,-9999.00000,.00000000
1980,9,30,11.0694027,6.26910400,.00000000,-9999.00000,.00000000
1980,10,1,10.9734821,5.54837036,.00000000,-9999.00000,.00000000
1980,10,2,10.8776083,4.83224487,.00000000,-9999.00000,.00000000
1980,10,3,10.7817822,2.58926392,.648774358E-05,158.800003,.103025377E-05
1980,10,4,10.6860104,3.59777832,.00000000,-9999.00000,.00000000
1980,10,5,10.5903015,2.30157471,.835482264E-03,158.800003,.132674584E-03
1980,10,6,10.4946575,3.19204712,.00000000,-9999.00000,.00000000
1980,10,7,10.3990870,3.78048706,.00000000,-9999.00000,.00000000
1980,10,8,10.3035984,.631408691E-01,.472613517E-02,158.800003,.750510255E-03
1980,10,9,10.2081966,-1.72702026,.578053808E-02,159.561981,.922354113E-03
1980,10,10,10.1128902,-3.08819580,.583093846E-02,160.572449,.936288037E-03
1980,10,11,10.0176878,-2.32293701,.591870211E-02,161.532471,.956062577E-03
1980,10,12,9.92259979,-1.80383301,.593739329E-02,162.542267,.965077430E-03
1980,10,13,9.82763290,-1.02746582,.681739394E-02,163.034180,.111146818E-02
1980,10,14,9.73279762,1.34710693,.310864858E-02,372.885559,.115917018E-02
1980,10,15,9.63810635,3.42187500,.00000000,-9999.00000,.00000000
1980,10,16,9.54356956,.677947998,.263470662E-03,158.799988,.418391392E-04
1980,10,17,9.44919872,.913574219,.140324724E-02,158.800003,.222835675E-03
1980,10,18,9.35500717,1.44302368,.741378171E-03,158.799988,.117730851E-03
1980,10,19,9.26100922,2.99295044,.00000000,-9999.00000,.00000000
1980,10,20,9.16721725,2.35113525,.144059234E-02,158.799988,.228766061E-03
1980,10,21,9.07364750,2.04595947,.181547191E-03,158.800003,.288296942E-04
1980,10,22,8.98031616,4.72756958,.00000000,-9999.00000,.00000000
1980,10,23,8.88723946,2.61108398,.217856781E-03,158.799988,.345956541E-04
1980,10,24,8.79443645,4.39901733,.00000000,-9999.00000,.00000000
1980,10,25,8.70192432,3.07229614,.00000000,-9999.00000,.00000000
1980,10,26,8.60972595,.992828369,.114865368E-02,158.800003,.182406206E-03
1980,10,27,8.51786137,.748291016E-01,.213711755E-02,177.523560,.379388715E-03
1980,10,28,8.42634964,-.368011475,.670686550E-02,171.729248,.115176500E-02
1980,10,29,8.33522129,-1.11380005,.723360991E-02,171.661224,.124173029E-02
1980,10,30,8.24449348,-2.62387085,.727896299E-02,172.572174,.125614647E-02
1980,10,31,8.15419579,-4.91476440,.726246322E-02,173.618439,.126089749E-02
1980,11,1,8.06435680,-6.33554077,.724917743E-02,174.429520,.126447063E-02
1980,11,2,7.97500229,-4.96240234,.722121354E-02,175.177216,.126499217E-02
1980,11,3,7.88616753,-2.59756470,.867542159E-02,173.342941,.150382309E-02
