-826053.09      6678652.53
-1489186.20      7436166.75
-1659460.53      7321029.25
-1442873.12      7402023.60
-1795017.23      8227398.48
-1636531.95      7297786.01
-1297144.35      7282303.46
-1654476.43      7334224.15
-1632113.79      7298998.96
-1633467.52      7306905.04
-1491175.59      7398242.31
-1437786.13      7317222.64
-1383263.84      7669437.75
-1340297.15      7221544.82
-1437476.12      7577455.76
-1082453.91      7716253.23
-1428547.09      7450590.16
-1550876.06      7308009.15
-1075480.58      7272720.69
-1257074.11      7546668.16
-1334943.17      7290493.07
-1146466.72      7216744.54
-1474453.10      7364629.52
-1164159.15      7699080.45
-1430877.68      8410261.60
-846424.71      6856474.90
-835442.88      8226574.63
-1165833.17      7995162.23
-895796.88      8151624.57
-892791.63      7528298.28
-1851774.03      7370239.12
-1146327.62      7674369.90
-1633244.65      7300697.83
-1693592.20      7531679.01
-1503477.38      7498436.09
-1175135.37      7480126.65
-863812.06      6754454.77
-930743.59      7466118.07
-912160.25      6859079.99
-1004560.44      7334400.21
-1160577.43      7698791.69
-1347977.04      8157035.72
-1860820.31      7176313.85
-1430302.84      7432981.26
-1885896.39      7800730.16
-1048108.48      7425633.50
-1219950.85      7714589.88
-1478049.62      7999976.48
-1211354.04      7395050.92
-1520831.76      7959687.30
-1430708.51      7446020.64
-1615893.45      7768921.88
-1485643.02      7387659.69
-1103422.86      7696599.72
-1071886.32      7693584.96
-1071094.99      7669567.46
-1099063.29      7656302.62
-1064619.98      7647543.64
-1031245.80      7647743.99
-1432717.38      7426345.26
-1490862.04      7350477.96
-1518120.74      7346096.48
-1496542.58      7329996.51
-1009431.97      8051278.20
-1094179.41      7988946.00
-1540970.54      7329644.08
-1027578.32      7697465.14
-955243.56      7798726.88
-1146871.09      7955462.68
-1120307.52      7546590.41
-1532894.91      7305463.62
-1554987.71      7387880.07
-1439422.31      7507254.27
-970296.89      8091730.41
-1769152.19      8191063.72
-1717439.97      8214139.57
-1715764.59      7304862.95
432258.15      3902988.19
453564.63      3869770.01
670628.91      3752369.32
403380.14      3902657.74
464855.50      3812731.40
674401.08      4021938.50
444702.22      3857842.12
614062.74      3759650.60
462661.59      3812853.06
638232.90      3760775.57
670920.07      3741976.79
422981.43      3881526.92
656821.53      3725022.89
522603.69      3796837.99
642471.65      3754491.71
452639.31      3866668.46
498999.61      3803013.59
395270.65      3889383.15
640723.37      3734749.51
507540.99      3741379.63
665273.95      3729339.07
440857.36      3911141.66
462270.98      3844946.72
-279985.66      4319829.47
-271995.61      4336350.60
-273871.08      4323382.84
-245936.58      4284569.83
-283579.09      4321336.03
-305207.20      4694134.31
-312415.15      4548757.19
-321089.40      4611428.24
-277716.98      4311243.34
-275828.65      4645401.92
-308170.97      4394992.93
-260733.14      4689765.93
-267895.05      4303740.49
-288579.15      4339397.09
-285457.44      4348639.68
-276184.41      4338490.22
-273564.92      4346365.92
-300273.83      4408457.67
-298858.29      4412507.43
-302269.07      4405834.65
-253999.29      4271686.32
-248301.16      4274265.23
-230692.73      4287647.47
-249527.74      4315299.30
-252768.26      4297363.19
-291405.31      4356570.44
-252544.90      4275395.84
-267751.88      4316816.53
-300889.76      4378965.58
-291387.11      4375941.45
-292553.50      4390590.22
-222831.16      4246067.69
-297431.35      4372492.45
-309403.58      4684148.88
996793.87      4177993.83
925766.40      4416917.06
892284.81      4476962.93
928123.75      4484822.63
921824.56      4518339.62
871630.08      4525334.33
882633.04      4393114.31
885476.65      4392855.33
959489.33      4464059.10
1014054.55      4319730.99
894664.84      4156429.55
885648.53      4233032.88
755105.38      4154649.63
840371.37      4442220.86
902874.19      4293663.76
877127.61      4354975.59
950469.18      4250892.04
891393.30      4422668.63
954954.38      4505721.63
943568.82      4497718.10
890219.95      4211387.69
904948.82      4247651.68
868563.76      4324365.22
825125.41      4158886.25
949615.51      4540038.98
747987.94      4186216.28
939039.41      4425803.53
947609.52      4444941.70
819768.45      4199010.58
961431.08      4456966.42
828945.54      4523471.29
1025791.62      4148095.99
947875.71      4431537.97
954979.76      4476133.14
807434.13      4179847.90
947146.96      4419028.11
812130.94      4407981.49
885603.26      4335963.88
790865.83      4419426.12
850996.23      4312842.60
781784.65      4171875.52
782037.33      4172626.42
873092.84      4480985.57
728461.63      4255458.98
962256.87      4464934.16
915305.36      4382205.60
835735.69      4453803.93
1014890.84      4133892.12
904614.62      4106633.20
941214.88      4530369.42
857329.94      4495553.09
762217.02      4186256.45
839866.85      4529664.46
913688.37      4369976.03
940306.78      4401115.85
925686.35      4368483.89
792122.90      4203692.25
879677.50      4334322.55
883900.21      4358665.55
933082.94      4499476.33
878076.13      4361154.32
962317.93      4434752.75
939624.62      4486664.25
894224.70      4146368.03
770766.82      4187964.48
746538.08      4197504.20
937276.81      4404042.72
869164.48      4445438.51
820860.87      4337654.56
754608.41      4327265.57
849605.67      4170791.80
788032.11      4193932.08
791695.75      4183161.39
878802.26      4358935.72
965498.81      4446009.36
833592.58      4332534.78
790973.12      4332192.69
882950.85      4306031.77
770067.85      4326331.15
937468.82      4484706.72
906536.46      4270335.40
861630.19      4477244.45
788974.79      4198889.50
815894.38      4446380.16
917437.28      4536702.79
842081.52      4325835.40
763950.29      4170708.05
833387.08      4211593.49
980058.49      4216199.29
784037.88      4177286.49
932310.35      4465160.83
797705.16      4153055.80
915123.68      4407686.21
866193.50      4496395.16
821324.67      4434414.35
1011008.67      4149663.08
962920.09      4445545.90
829683.84      4181529.15
868275.20      4156900.65
896617.14      4395529.77
808814.87      4154435.65
1021722.35      4134854.35
916626.16      4477870.29
946586.65      4489251.51
871222.08      4156297.56
763225.06      4148003.97
750396.01      4146456.61
874713.45      4462415.96
989618.05      4203997.65
946447.09      4393056.20
963930.41      4403501.24
938085.60      4377515.43
921446.33      4361888.16
925929.41      4331203.38
