   -149.66709900     68.03276062
   -149.67144775     68.03243256
   -149.66835022     68.03242493
   -149.76995850     67.98434448
   -149.76600647     67.98429871
   -149.76396179     67.98288727
   -149.83381653     67.93289948
   -149.83641052     67.92915344
   -149.82917786     67.92781830
   -149.83410645     67.83041382
   -149.83097839     67.82835388
   -149.82524109     67.82704926
   -149.78405762     67.77580261
   -149.78205872     67.77561188
   -149.78608704     67.77518463
   -149.79249573     67.61435699
   -149.79670715     67.61333466
   -149.79035950     67.61295319
   -149.85546875     67.51324463
   -149.85026550     67.51245117
   -149.84921265     67.50981903
   -150.05294800     67.48682404
   -150.04881287     67.48569489
   -150.04656982     67.48381042
   -150.23391724     67.46414185
   -150.22549438     67.46109009
   -150.20666504     67.45600891
   -150.10836792     67.41857910
   -150.10754395     67.41757965
   -150.10836792     67.41726685
   -150.34255981     67.17214966
   -150.28846741     67.19904327
   -150.18592834     67.26068115
   -150.31983948     67.45870972
   -150.04963684     67.48628235
   -150.03898621     67.47705078
   -149.83326721     67.51185608
   -149.71571350     68.01857758
   -149.71588135     68.01866913
   -149.71585083     68.01869202
   -149.71586609     68.01873779
   -149.71568298     68.01876068
   -149.71557617     68.01866150
   -149.73724365     68.00580597
   -149.73728943     68.00587463
   -149.73719788     68.00593567
   -149.73710632     68.00593567
   -149.73706055     68.00582886
   -149.73699951     68.00581360
   -149.75300598     67.99523163
   -149.75323486     67.99525452
   -149.75317383     67.99529266
   -149.75309753     67.99528503
   -149.75280762     67.99536896
   -149.75270081     67.99532318
   -149.75392151     67.99460602
   -149.75407410     67.99461365
   -149.75415039     67.99462128
   -149.75411987     67.99467468
   -149.75389099     67.99469757
   -149.75378418     67.99465179
   -149.76145935     67.98476410
   -149.76142883     67.98491669
   -149.76130676     67.98496246
   -149.76126099     67.98499298
   -149.76123047     67.98480988
   -149.76129150     67.98478699
   -149.76112366     67.97237396
   -149.76132202     67.97246552
   -149.76118469     67.97245789
   -149.76101685     67.97251892
   -149.76100159     67.97248840
   -149.76103210     67.97241974
