182290.87      2013996.06
182110.54      2013947.91
182240.73      2013955.57
178310.35      2008370.78
178477.04      2008376.34
178573.07      2008225.97
175979.01      2002518.53
175895.56      2002097.87
176209.98      2001969.57
176677.96      1991195.25
176824.76      1990975.95
177076.85      1990847.08
179181.34      1985294.48
179267.52      1985278.79
179099.54      1985220.71
179955.40      1967424.92
179782.68      1967300.47
180056.50      1967275.49
177964.36      1956072.79
178192.98      1955998.97
178256.36      1955710.64
169668.86      1952633.02
169853.85      1952518.65
169962.58      1952315.88
162040.72      1949671.11
162421.95      1949353.95
163263.48      1948837.78
167732.37      1944940.31
167774.33      1944831.78
167740.89      1944795.08
159153.45      1917077.72
161338.18      1920187.27
165398.20      1927265.85
158380.98      1948862.63
169814.60      1952581.54
170332.89      1951587.39
178926.08      1955978.85
180349.61      2012297.40
180341.91      2012307.05
180343.02      2012309.66
180342.06      2012314.68
180349.59      2012317.70
180354.79      2012307.04
179535.18      2010828.85
179532.77      2010836.31
179536.19      2010843.30
179540.04      2010843.55
179542.72      2010831.88
179545.40      2010830.36
178947.00      2009618.65
178937.21      2009620.56
178939.50      2009624.94
178942.77      2009624.30
178954.37      2009634.35
178959.19      2009629.58
178912.90      2009547.10
178906.42      2009547.53
178903.16      2009548.17
178904.07      2009554.14
178913.53      2009557.29
178918.35      2009552.52
178665.17      2008439.96
178665.38      2008456.90
178670.20      2008462.28
178671.91      2008465.77
178674.49      2008445.64
178672.08      2008442.94
178766.76      2007072.57
178757.76      2007082.15
178763.60      2007081.67
178770.24      2007088.87
178771.09      2007085.54
178770.29      2007077.87
