-2521024.75572137 3420095.94048519
-1898741.91811289 3427402.11734518
-1823439.71669855 4091567.63147165
-1627859.54951854 4048367.6281512
-1614269.05581152 3882295.84250471
-1611992.16902561 3669481.16056717
-1635565.52729171 3412327.69078051
-1629349.87955396 3270863.24718262
-1585602.92101199 3223400.55995281
-1522770.56089602 3120213.30118746
-1545658.30937061 2932107.05498696
-1616044.91843083 2777794.74368363
-1855246.62720029 2574071.06130898
-1916105.77470569 2352092.26720096
-1989314.85440795 2208368.8332207
-2086705.77279254 2159978.6574645
-2103522.66862793 2161221.83570777
-2134063.54652837 2177093.97907163
-2149896.69970471 2189268.48368987
-2165648.5261623 2201302.55115146
-2182089.42366492 2213714.7518276
-2199111.20563983 2226513.99032492
-2219705.05351578 2232251.79996971
-2498098.92852207 3231950.29215128
-2508699.22803454 3316312.02324029
-2521024.75572137 3420095.94048519
