-444484.430252627 1972238.76593128
-436516.769888619 1919948.01859741
-503911.333588872 1899677.05609331
-603077.069154063 1658384.97628729
-369701.491713664 1021067.93661432
-391232.50906399 1013112.50493407
-409527.154052498 1005816.6668042
-430231.3120064 996714.984722561
-451551.689835566 986714.054084491
-472100.359861255 976490.372316484
-490371.013752389 969700.249788871
-544097.246005101 991030.625182931
-564355.448055165 999060.08695449
-582447.996168874 1006223.87373781
-600546.857155122 1013383.36388366
-618652.15967274 1020538.4624394
-636764.033239822 1027689.07121109
-654882.60888759 1034835.0889044
-673008.018869881 1041976.41092294
-691140.396917322 1049112.92934991
-709279.877769903 1056244.53261079
-727426.597942167 1063371.10567788
-745580.695116282 1070492.52971902
-763742.308601523 1077608.68206351
-781911.579375821 1084719.4362115
-800088.649648915 1091824.66136364
-818273.663686976 1098924.22275227
-836466.767125154 1106017.98106154
-854668.107378185 1113105.79256401
-872877.833860274 1120187.50887639
-891096.09767075 1127262.97690565
-909323.051739405 1134332.03847172
-927558.851269494 1141394.53041228
-945803.653210447 1148450.28412012
-964057.616756653 1155499.12570857
-986870.890629443 1166635.59532754
-993525.010822933 1180777.71491814
-1431993.55680595 1714882.00155677
-1435411.75631965 1802678.37935664
-1351797.64565861 1945521.51112446
-1083556.24187773 2053454.16738673
-901319.265050388 2090484.16918262
-768097.444883179 2030666.80558223
-589028.749988985 2087339.68603628
-444484.430252627 1972238.76593128
