419369.134042406 -898215.371059338
405661.423003079 -1068204.50040206
163476.630175256 -960568.389744114
-110965.285607629 -993671.814305898
-356400.750587596 -1134261.55834753
-565187.331089592 -1168983.27722638
-697104.538423027 -1093289.46229354
-759440.4789947 -1033180.35569042
-877383.643344255 -1109098.52348896
-906271.850685749 -1089962.92296978
-974029.386628412 -1045731.96267652
-1098936.09794384 -965621.887317715
-1123607.64177073 -893976.08918008
-1137961.67519219 -890722.783103198
-1185221.76643351 -884954.61665521
-1199907.84100539 -892972.057028392
-1224533.99336027 -906693.742006168
-1246904.41192001 -922514.415275725
-1263634.13069618 -931890.997846895
-1308806.95825932 -944401.272663446
-1323908.81076404 -933083.877951919
-1422522.36329757 -764512.901208864
-1430380.59189324 -734866.635865107
-1437012.34008407 -709303.780408855
-1443619.43868903 -683737.430015905
-1450204.93712645 -658168.185114089
-1456905.32685523 -632051.604225875
-1440967.20294729 -571156.789848888
-1465571.66737765 -556527.4115235
-1490397.55964854 -543163.17383829
-1515714.62677136 -483288.633910626
-1511808.7639075 -462722.70772313
-1507198.45063845 -438552.99371895
-1502462.37291132 -414172.30098918
-1498741.03933686 -395348.039757188
-1494966.33462933 -376537.217526516
-1491594.21276876 -359950.119407707
-1487014.05310578 -337783.721849447
-1486321.13786166 -312882.747365441
-1490798.54684326 -295328.189545334
-1494134.68310968 -280485.646680179
-1498480.49962033 -257929.952309022
-1502303.78720249 -233128.608900693
-1505229.77007858 -206802.503045521
-1505804.58485919 -181076.436328787
-1492740.35341933 -184968.621836742
-1466486.11209663 -193628.819139961
-1440246.88571908 -202292.766161134
-1418392.48608381 -209516.660519127
-1387813.53345102 -219635.526481771
-1357254.13293261 -229760.401168041
-1335437.81764582 -236996.466677847
-1309271.19551236 -245684.781548428
-1283118.00999652 -254377.341561102
-1261334.10844329 -261625.457395982
-1230852.01941111 -271778.810751576
-1204738.32159035 -280486.790902837
-1182986.73023023 -287747.945883208
-1161243.66487258 -295012.529108032
-1139509.18248612 -302281.195970889
-1109094.86790072 -312463.770951299
-1074355.03426068 -324110.112024488
-1043974.18057246 -334308.781825698
-1013608.5124787 -344515.792806696
-987592.272301064 -353270.513877458
-965920.255056386 -360571.146706347
-939923.183317144 -369337.288284486
-917400.453175318 -376939.426339454
-890538.46696932 -386038.946666653
-855912.112602349 -397776.306731188
-821517.218400319 -409442.863391041
-786414.854461257 -421384.879410299
-751648.406482722 -433233.89156898
-716897.552906938 -445091.91272266
-682161.425970642 -456958.699689109
-647439.176641793 -468834.039936324
-612729.973237205 -480717.748943716
-578032.999516415 -492609.66810572
-543347.455041342 -504509.662090145
-514863.59430703 -514230.729508543
-486413.258045578 -524067.899995148
-451830.718242321 -535963.262747344
-417254.436366409 -547867.162980004
-382683.77603304 -559779.516347618
-348118.101293525 -571700.256710859
-313556.780885164 -583629.333343331
-278999.183857737 -595566.71122344
-244444.682642112 -607512.368882229
-209892.651197567 -619466.297992071
-177902.184382539 -625077.432101638
-159814.783430332 -619075.572298367
-140736.433107245 -612647.779857537
-121665.127034027 -606196.925830442
-98913.5482146775 -598470.077017095
-79494.2377012215 -591849.722655516
-61679.6322124331 -585781.666781945
-39238.1343268045 -578104.593333893
-18411.3891972859 -570945.927170489
5604.68584711664 -562647.760187175
34996.7371229125 -553862.773869674
62789.1876923644 -559205.855873315
87948.6406989475 -566974.972927991
106525.753536575 -572783.681514099
127269.121505778 -579342.684294055
147993.941021678 -585966.330683446
169786.839705921 -593016.492410595
194822.655662964 -601213.94512054
219828.829513843 -609512.583569817
241341.374253079 -616736.06571185
260377.565415731 -623409.949714473
277251.677151238 -629275.861881729
292447.467861571 -634555.81646809
314043.191470905 -641990.017973507
335086.692546451 -649280.323427947
351639.132488815 -655118.431149594
369066.365093055 -661345.892275589
396607.111931103 -671326.737441742
423470.924699235 -681206.338675601
444935.962279814 -689194.932460174
461019.80268316 -695235.09431726
477089.633965043 -701320.099715114
496356.829551574 -708676.08693587
516673.768127537 -716507.107257926
533767.356291748 -723151.653264178
551277.003260973 -728829.887266475
545830.917371151 -743471.262058139
532652.001045507 -758115.841657377
521423.268865768 -770722.30479235
508625.025589934 -785492.468631475
419369.134042406 -898215.371059338
