  26
        1.0   425753.0   419809.0  0.278300
        2.0   425988.0   414759.0  0.442500
        3.0   426403.0   411344.0  0.391400
      101.0   426525.0   427590.0  0.170180
      102.0   430192.0   421540.0  0.233680
      103.0   421842.0   426305.0  0.304800
      104.0   414291.0   426064.0  0.454660
      105.0   422417.0   421570.0  0.266700
      106.0   416040.0   418174.0  0.259080
      107.0   421804.0   415038.0  0.436880
      108.0   413004.0   412025.0  0.279400
      109.0   422233.0   411826.0  0.281940
      110.0   422878.0   410521.0  0.309880
      111.0   416263.0   403397.0  0.243840
      112.0   426831.0   414045.0  0.350520
      113.0   429705.0   412231.0  0.292100
      114.0   430241.0   410062.0  0.347980
      115.0   431593.0   408151.0  0.254000
      116.0   435565.0   410215.0  0.314960
      117.0   431560.0   421605.0  0.213360
      118.0   435902.0   418759.0  0.320040
      119.0   434778.0   422209.0  0.264160
      120.0   435549.0   426543.0  0.241300
      121.0   433757.0   427624.0  0.238760
      122.0   425616.0   414845.0  0.353060
      123.0   427552.0   421520.0  0.220980
