1493778.53 877631.98
908020.36 925715.58
867949.39 936622.48
852652.53 1018089.73
663278.59 1111727.22
234931.00 1198578.57
226683.73 1208991.39
-289969.63 1295502.66
-372068.46 1319306.56
1493727.94 877013.61
962393.63 1095643.16
661156.50 1245242.45
595332.01 1267301.96
420041.68 1340126.76
-514224.43 1658059.85
1493915.95 877253.02
1395081.14 797904.18
1389853.45 815628.90
1469061.57 896829.66
1496438.90 877898.69
1496767.72 877880.60
1468968.56 897292.31
1469001.37 897200.93
1469016.06 897148.27
1469002.01 897185.67
1469053.79 897019.15
1469057.53 896840.42
1468999.77 897145.25
1469000.76 897179.36
1469008.12 897163.88
1469126.04 896768.41
1468996.72 897190.12
1468985.67 897182.75
1468988.66 897174.81
1469027.99 897207.71
1469004.65 897186.66
1469002.91 897183.27
1468997.48 897183.97
1468977.45 897195.16
1468997.48 897183.97
1468990.14 897184.43
1468998.07 897190.62
1469014.64 897196.85
1476929.59 865519.33
1365568.25 958793.86
1328550.31 1003749.57
1285946.89 1004744.75
1181718.72 957733.92
1165562.94 951144.38
1493949.20 877155.98
1344635.75 832538.22
1344879.87 832183.16
1495707.96 875695.19
1494626.81 878076.65
1494626.96 878012.49
1494341.04 877958.85
1494452.18 877958.28
1494496.12 877993.26
1496046.88 876077.72
1496079.06 876203.37
1496075.36 876012.53
1493821.23 877000.27
1403859.59 864568.64
1276375.39 881137.17
1276435.39 881189.79
1276363.74 881142.30
1276252.76 881154.58
1494229.54 876996.69
1212121.60 785139.93
1251706.32 797349.96
1495860.54 875854.24
1495911.99 875837.06
1495450.04 876682.01
1495856.05 875852.53
1489031.72 882791.18
1491231.67 881301.71
1315593.60 940550.91
1149371.68 1049320.00
890961.92 1118226.94
890085.67 1118628.72
695641.08 1213285.40
516650.19 1215573.18
92341.51 1381230.53
-281019.60 1535886.39
-412929.24 1579738.81
1493730.05 877295.71
1306137.46 942872.37
1215812.41 980607.24
1100029.67 1012917.06
757979.34 1193794.63
546615.56 1213831.26
364932.89 1312473.92
211448.54 1417996.19
-188257.10 1518492.93
-266424.51 1519008.49
-588895.14 1458276.53
-591996.57 1450907.40
-696303.68 1398389.11
-826887.71 1286558.72
-827395.94 1286686.92
