627080.989580893 -646270.961718741
1133875.26022204 -844331.238313766
1434592.01680449 -1080490.61531581
1316895.81534806 -1744566.9978955
1041124.37963638 -1733646.05790352
1043232.868144 -2048374.79913106
714806.821428903 -2682016.55383778
612167.619558935 -2681653.77897613
269555.3868592 -3083101.52661617
179783.821832523 -3434205.01993422
39914.3283942187 -3439020.122718
43767.2303420292 -3288854.00230955
39972.1362144376 -3241853.36663546
36021.4898659476 -3103230.48151124
34778.5171395188 -3008900.79378053
90070.3326455357 -2798637.88253935
264313.841369294 -2517540.00751187
482042.975931704 -1810548.58844428
560933.492884703 -1542671.19513141
454336.428606056 -1256384.93814243
405661.423003079 -1068204.50040206
419369.134042406 -898215.371059338
508625.025589934 -785492.468631475
521423.268865768 -770722.30479235
532652.001045507 -758115.841657377
545830.917371151 -743471.262058139
551277.003260973 -728829.887266475
574668.02969112 -712209.675411833
590311.032243149 -696050.997133286
610595.244550825 -674978.068331309
621928.633523677 -662269.636359079
627080.989580893 -646270.961718741
