    1   51  265        393815.2       8491351.0     0.0
    2   52  265        400566.6       8482832.0     0.0
    3   50  266        395822.3       8506797.0     0.0
    4   51  266        402567.4       8498278.0     0.0
    5   52  266        409315.6       8489763.0     0.0
    6   53  266        416067.4       8481252.0     0.0
    7   48  267        391104.3       8530759.0     0.0
    8   49  267        397839.2       8522238.0     0.0
    9   50  267        404577.4       8513721.0     0.0
   10   51  267        411319.4       8505206.0     0.0
   11   52  267        418064.7       8496696.0     0.0
   12   53  267        424813.4       8488187.0     0.0
   13   47  268        393137.3       8546196.0     0.0
   14   48  268        399865.6       8537675.0     0.0
   15   49  268        406597.3       8529159.0     0.0
   16   50  268        413332.5       8520646.0     0.0
   17   51  268        420071.4       8512135.0     0.0
   18   52  268        426813.5       8503628.0     0.0
   19   53  268        433559.4       8495123.0     0.0
   20   54  268        440308.6       8486621.0     0.0
   21   46  269        395180.0       8561628.0     0.0
   22   47  269        401901.6       8553109.0     0.0
   23   48  269        408626.8       8544592.0     0.0
   24   49  269        415355.4       8536079.0     0.0
   25   50  269        422087.6       8527569.0     0.0
   26   51  269        428823.3       8519062.0     0.0
   27   52  269        435562.5       8510558.0     0.0
   28   53  269        442305.4       8502057.0     0.0
   29   54  269        449051.6       8493560.0     0.0
   30   55  269        455801.2       8485065.0     0.0
   31   44  270        390520.7       8585578.0     0.0
   32   45  270        397232.1       8577056.0     0.0
   33   46  270        403947.2       8568537.0     0.0
   34   47  270        410665.8       8560023.0     0.0
   35   48  270        417387.8       8551509.0     0.0
   36   49  270        424113.4       8543001.0     0.0
   37   50  270        430842.6       8534493.0     0.0
   38   51  270        437575.1       8525990.0     0.0
   39   52  270        444311.4       8517490.0     0.0
   40   53  270        451051.1       8508993.0     0.0
   41   54  270        457794.2       8500498.0     0.0
   42   55  270        464541.0       8492006.0     0.0
   43   56  270        471291.2       8483518.0     0.0
   44   43  271        392589.8       8601001.0     0.0
   45   44  271        399294.3       8592480.0     0.0
   46   45  271        406002.7       8583963.0     0.0
   47   46  271        412714.5       8575448.0     0.0
   48   47  271        419430.0       8566936.0     0.0
   49   48  271        426148.9       8558426.0     0.0
   50   49  271        432871.3       8549920.0     0.0
   51   50  271        439597.6       8541417.0     0.0
   52   51  271        446327.2       8532918.0     0.0
   53   52  271        453060.3       8524420.0     0.0
   54   53  271        459796.9       8515927.0     0.0
   55   54  271        466537.1       8507436.0     0.0
   56   55  271        473280.8       8498948.0     0.0
   57   56  271        480028.2       8490463.0     0.0
   58   57  271        486778.9       8481981.0     0.0
   59   42  272        394668.8       8616421.0     0.0
   60   43  272        401366.7       8607900.0     0.0
   61   44  272        408067.9       8599382.0     0.0
   62   45  272        414773.1       8590868.0     0.0
   63   46  272        421482.0       8582356.0     0.0
   64   47  272        428194.2       8573848.0     0.0
   65   48  272        434910.0       8565342.0     0.0
   66   49  272        441629.4       8556840.0     0.0
   67   50  272        448352.6       8548341.0     0.0
   68   51  272        455079.0       8539845.0     0.0
   69   52  272        461809.4       8531352.0     0.0
   70   53  272        468543.0       8522862.0     0.0
   71   54  272        475280.1       8514374.0     0.0
   72   55  272        482020.8       8505890.0     0.0
   73   56  272        488765.2       8497409.0     0.0
   74   57  272        495513.1       8488930.0     0.0
   75   40  273        390069.9       8640358.0     0.0
   76   41  273        396757.5       8631835.0     0.0
   77   42  273        403448.7       8623315.0     0.0
   78   43  273        410143.3       8614798.0     0.0
   79   44  273        416841.6       8606283.0     0.0
   80   45  273        423543.7       8597773.0     0.0
   81   46  273        430249.2       8589265.0     0.0
   82   47  273        436958.5       8580760.0     0.0
   83   48  273        443671.1       8572258.0     0.0
   84   49  273        450387.5       8563761.0     0.0
   85   50  273        457107.6       8555265.0     0.0
   86   51  273        463831.0       8546773.0     0.0
   87   52  273        470558.2       8538283.0     0.0
   88   53  273        477288.8       8529795.0     0.0
   89   54  273        484023.1       8521313.0     0.0
   90   55  273        490760.9       8512832.0     0.0
   91   56  273        497502.3       8504354.0     0.0
   92   57  273        504247.1       8495879.0     0.0
   93   58  273        510995.6       8487406.0     0.0
   94   39  274        392175.6       8655767.0     0.0
   95   40  274        398856.1       8647245.0     0.0
   96   41  274        405540.4       8638725.0     0.0
   97   42  274        412228.5       8630208.0     0.0
   98   43  274        418919.9       8621695.0     0.0
   99   44  274        425615.1       8613185.0     0.0
  100   45  274        432314.0       8604677.0     0.0
  101   46  274        439016.5       8596174.0     0.0
  102   47  274        445722.6       8587673.0     0.0
  103   48  274        452432.2       8579175.0     0.0
  104   49  274        459145.5       8570680.0     0.0
  105   50  274        465862.3       8562188.0     0.0
  106   51  274        472583.1       8553700.0     0.0
  107   52  274        479307.1       8545214.0     0.0
  108   53  274        486034.8       8536731.0     0.0
  109   54  274        492766.2       8528251.0     0.0
  110   55  274        499500.9       8519774.0     0.0
  111   56  274        506239.3       8511300.0     0.0
  112   57  274        512981.3       8502828.0     0.0
  113   58  274        519726.9       8494360.0     0.0
  114   59  274        526475.8       8485895.0     0.0
  115   38  275        394291.1       8671171.0     0.0
  116   39  275        400964.9       8662650.0     0.0
  117   40  275        407642.3       8654130.0     0.0
  118   41  275        414323.3       8645615.0     0.0
  119   42  275        421008.2       8637102.0     0.0
  120   43  275        427696.5       8628593.0     0.0
  121   44  275        434388.5       8620086.0     0.0
  122   45  275        441084.2       8611582.0     0.0
  123   46  275        447783.6       8603082.0     0.0
